"Countryres","Age","Gender","Kids","Edu","WorkStatus","AnnualIncome","CurrentOccup","Timeinposyr","Timeinposmn","Communitysize","MaritalStatus","Numsons","Numdaughters","DP1","DP2","DP3","DP4","DP5","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5","UCONSPRO","OTHCONSPRO","dpmean","aipmean","gpmean","swlsmean","Rank","RankChng","HDI","HDICHNG","HDICAT"
"United States",55,"Male","Yes Kids","phd","full-time",45000,"",10,0,"Small Town","Married","1",1,3,3,4,3,3,3,2,5,4,3,3,4,4,3,4,2,3,3,3,3,3,4,2,4,3,3,3,4,3,3,4,3,4,4,2,3,3,4,3,4,1,2,2,2,2,"yes","yes",3.2,3.26666666666667,3.3,1.8,"10","(1)",0.92,"0.002","Very High"
"United States",28,"Male","No Kids","deg","full-time",67500,"",0,7,"Village","Single","0",0,5,5,3,4,4,3,5,4,5,5,3,5,3,4,5,5,5,4,5,5,5,5,4,5,5,4,5,5,4,4,4,4,4,5,5,1,3,3,4,5,1,2,3,2,1,"yes","yes",4.2,4.4,4.2,1.8,"10","(1)",0.92,"0.002","Very High"
"United States",28,"Male","No Kids","ma","student",25000,"",3,0,"Village","Single","0",0,4,3,4,3,3,1,2,3,4,4,4,3,4,3,4,2,3,3,2,3,4,4,3,4,4,3,3,3,4,4,3,4,2,3,4,3,3,3,4,3,3,4,4,4,3,"yes","yes",3.4,3,3.4,3.6,"10","(1)",0.92,"0.002","Very High"
"United States",45,"Female","No Kids","deg","unemployed",15000,"",9,0,"Village","Single","0",0,3,3,3,2,2,5,2,2,5,4,5,5,4,3,4,1,5,3,4,5,5,1,1,4,5,5,5,3,4,2,4,4,4,1,4,4,2,4,4,3,3,3,5,3,2,"yes","yes",2.6,3.8,3.45,3.2,"10","(1)",0.92,"0.002","Very High"
"United States",37.5,"Female","No Kids","deg","full-time",35000,"",3,0,"Medium-Sized","Divorced","0",0,5,5,5,4,4,2,2,3,3,3,1,3,4,4,4,3,4,2,3,3,4,2,3,3,4,4,4,4,5,4,4,4,4,4,4,3,2,4,3,3,3,3,3,4,2,"yes","yes",4.6,2.93333333333333,3.6,3,"10","(1)",0.92,"0.002","Very High"
"United States",45,"Male","No Kids","deg","full-time",87500,"",2,2,"Rural/Country","Single","0",0,4,2,4,4,4,1,1,2,4,5,4,2,3,2,5,2,2,1,2,4,5,1,1,5,4,1,4,4,4,3,2,4,1,1,3,2,2,3,4,4,4,2,1,1,1,"yes","yes",3.6,2.66666666666667,2.9,1.8,"10","(1)",0.92,"0.002","Very High"
"United States",55,"Male","Yes Kids","phd","full-time",NA,"",10,0,"Rural/Country","Married","0",2,3,3,3,3,3,1,1,4,1,2,2,1,3,4,2,2,1,2,1,2,2,1,2,1,1,1,3,2,3,1,1,3,1,2,3,3,2,3,3,2,4,5,5,5,4,"yes","no",3,1.93333333333333,2,4.6,"10","(1)",0.92,"0.002","Very High"
"United States",22,"Male","No Kids","deg","student",35000,"",0,0,"Large Town","Single","0",0,2,2,4,2,2,1,1,1,3,2,1,3,2,1,4,2,2,2,2,2,3,1,2,3,2,4,2,4,3,1,4,2,1,4,2,4,3,2,3,2,4,4,4,5,5,"no","no",2.4,1.93333333333333,2.6,4.4,"10","(1)",0.92,"0.002","Very High"
"United States",55,"Male","No Kids","dip","full-time",150000,"",12,0,"Medium-Sized","Married","0",0,4,3,4,2,2,1,3,5,4,3,3,4,3,3,4,2,4,3,5,4,4,2,3,4,1,2,4,4,4,5,4,3,2,3,4,4,3,4,4,4,4,4,4,4,3,"yes","yes",3,3.4,3.4,3.8,"10","(1)",0.92,"0.002","Very High"
"United States",20,"Male","No Kids","ltuni","student",10000,"",1,6,"Village","Single","0",0,4,3,4,2,2,2,1,3,2,2,1,3,3,2,3,2,1,2,1,3,3,3,4,2,3,4,3,3,4,1,2,3,2,3,4,5,5,3,4,4,4,4,4,4,4,"yes","no",3,2.06666666666667,3.25,4,"10","(1)",0.92,"0.002","Very High"
"United States",28,"Female","No Kids","deg","part-time",15000,"",0,11,"Village","Single","0",0,3,4,5,4,4,1,3,3,5,4,5,5,4,4,5,3,5,2,4,3,4,1,3,5,2,5,5,2,5,2,4,5,2,2,4,4,4,4,5,4,4,3,4,5,3,"yes","yes",4,3.73333333333333,3.6,3.8,"10","(1)",0.92,"0.002","Very High"
"United States",25,"Male","No Kids","ltuni","full-time",25000,"",5,7,"Small Town","Single","0",0,4,3,3,4,4,4,3,5,4,5,4,5,5,4,5,5,4,4,3,5,2,3,5,5,1,3,3,4,5,3,2,5,5,4,5,4,4,4,5,5,1,1,1,1,1,"yes","yes",3.6,4.33333333333333,3.85,1,"10","(1)",0.92,"0.002","Very High"
"United States",45,"Female","No Kids","phd","full-time",NA,"",10,0,"Small Town","Married","0",0,1,2,1,1,1,1,2,1,4,3,1,1,4,1,4,2,2,3,1,1,2,1,1,2,4,1,1,1,2,1,2,2,2,2,4,1,1,1,1,1,3,3,4,4,2,"no","no",1.2,2.06666666666667,1.65,3.2,"10","(1)",0.92,"0.002","Very High"
"United States",37.5,"Female","No Kids","phd","full-time",150000,"",8,0,"Rural/Country","Single","0",0,2,3,3,2,2,1,1,1,2,2,5,2,4,1,3,2,1,1,1,2,2,1,1,2,2,1,1,2,3,2,1,3,1,1,3,2,2,2,2,2,3,3,3,1,4,"yes","no",2.4,1.93333333333333,1.8,2.8,"10","(1)",0.92,"0.002","Very High"
"United States",55,"Male","No Kids","phd","full-time",250000,"",12,0,"Small Town","","0",0,5,4,5,4,4,1,1,2,3,2,5,4,4,4,4,4,5,3,5,5,5,5,5,5,1,5,1,3,2,2,4,1,2,2,3,1,1,3,1,4,4,4,4,4,1,"yes","yes",4.4,3.46666666666667,2.8,3.4,"10","(1)",0.92,"0.002","Very High"
"United States",32.5,"Male","No Kids","phd","full-time",67500,"",2,7,"Large Town","Single","0",0,4,5,4,2,2,4,2,5,4,3,2,5,4,2,4,5,4,3,4,4,4,2,5,4,2,3,4,4,5,5,4,4,3,4,5,5,5,3,3,4,4,4,3,4,3,"yes","yes",3.4,3.66666666666667,3.9,3.6,"10","(1)",0.92,"0.002","Very High"
"United States",20,"Male","No Kids","ltuni","part-time",10000,"",1,4,"Medium-Sized","Single","0",0,4,3,3,3,3,2,3,5,4,5,3,5,5,4,5,4,2,5,3,5,5,4,5,4,1,4,5,3,5,3,3,5,4,5,5,2,2,5,5,5,2,5,2,1,1,"yes","yes",3.2,4,4,2.2,"10","(1)",0.92,"0.002","Very High"
"United States",28,"Male","No Kids","ma","student",25000,"",0,8,"Rural/Country","Single","0",0,4,5,5,4,4,1,1,4,5,5,5,4,5,5,5,2,4,2,4,5,1,2,3,3,4,4,4,4,5,2,4,5,1,4,2,4,3,4,3,4,3,3,3,3,3,"yes","yes",4.4,3.8,3.3,3,"10","(1)",0.92,"0.002","Very High"
"United States",19,"Female","No Kids","ltuni","student",NA,"",0,3,"Large Town","Single","0",0,2,2,2,3,3,4,2,5,4,2,4,5,4,1,2,5,4,4,3,2,4,1,4,4,2,4,4,3,4,2,3,4,3,2,4,4,4,4,5,4,2,2,1,1,2,"yes","yes",2.4,3.4,3.45,1.6,"10","(1)",0.92,"0.002","Very High"
"United States",28,"Female","No Kids","ltuni","student",10000,"",6,0,"Village","Single","0",0,2,2,2,1,1,2,2,4,3,2,5,3,2,2,3,2,2,2,3,5,3,1,1,3,1,1,2,3,3,1,3,3,4,1,3,2,3,4,3,5,2,2,2,4,5,"yes","no",1.6,2.8,2.5,3,"10","(1)",0.92,"0.002","Very High"
"United States",28,"Female","No Kids","grade","student",15000,"",5,0,"Village","Single","0",0,5,4,3,4,4,1,2,5,4,4,5,5,5,4,5,3,5,2,4,5,5,1,5,5,2,3,3,4,5,3,3,5,1,3,4,3,3,5,4,4,3,3,3,3,3,"yes","yes",4,3.93333333333333,3.55,3,"10","(1)",0.92,"0.002","Very High"
"United States",45,"Female","Yes Kids","phd","full-time",67500,"",6,0,"Small Town","Married","0",2,3,3,3,3,3,3,2,5,4,4,3,5,5,3,5,5,5,5,5,5,5,3,5,5,5,4,5,3,5,5,5,5,5,4,5,5,5,5,3,5,5,5,5,5,5,"yes","yes",3,4.26666666666667,4.6,5,"10","(1)",0.92,"0.002","Very High"
"United States",55,"Female","Yes Kids","deg","unemployed",250000,"",0,0,"Village","Married","1",1,1,1,2,2,2,1,1,5,5,2,1,1,3,2,2,1,1,1,1,1,3,1,5,5,5,3,3,2,3,1,4,3,2,2,3,4,4,3,3,3,5,5,5,5,3,"no","no",1.6,1.86666666666667,3.1,4.6,"10","(1)",0.92,"0.002","Very High"
"United States",45,"Female","Yes Kids","phd","full-time",67500,"",0,0,"Village","Married","2",2,3,2,2,2,2,3,2,3,3,2,2,3,3,2,3,3,3,3,3,3,3,2,3,2,2,2,3,3,3,2,4,3,4,2,3,4,3,3,3,4,2,2,3,3,3,"yes","no",2.2,2.73333333333333,2.9,2.6,"10","(1)",0.92,"0.002","Very High"
"United States",45,"Male","No Kids","phd","full-time",45000,"",0,0,"Village","Divorced","0",0,4,4,4,4,4,5,5,5,5,5,2,5,3,4,4,2,4,3,4,5,5,5,3,3,4,3,4,3,4,2,5,4,4,3,3,3,4,3,4,2,1,1,1,1,1,"yes","yes",4,4.06666666666667,3.55,1,"10","(1)",0.92,"0.002","Very High"
"United States",28,"Male","No Kids","deg","full-time",55000,"",0,4,"Village","Single","0",0,5,5,3,2,2,1,3,3,4,5,4,3,4,5,5,2,3,4,5,2,5,1,1,4,4,2,4,3,5,3,3,5,1,2,4,3,3,4,5,4,1,1,1,1,1,"yes","yes",3.4,3.53333333333333,3.3,1,"10","(1)",0.92,"0.002","Very High"
"United States",45,"Female","No Kids","ma","full-time",150000,"",3,6,"Medium-Sized","Married","0",0,4,3,2,2,2,1,1,5,4,2,3,4,3,1,4,4,2,3,1,3,4,3,3,4,3,4,4,4,4,2,4,5,5,4,4,5,4,3,5,3,3,3,3,3,3,"yes","yes",2.6,2.73333333333333,3.85,3,"10","(1)",0.92,"0.002","Very High"
"United States",32.5,"Female","Yes Kids","deg","unemployed",87500,"",2,0,"Village","Married","1",1,5,5,5,4,4,4,4,4,1,4,5,4,5,4,4,5,5,5,5,5,5,5,4,4,4,4,4,4,4,5,1,5,5,5,5,5,4,5,4,4,2,3,3,3,3,"yes","yes",4.6,4.26666666666667,4.3,2.8,"10","(1)",0.92,"0.002","Very High"
"United States",22,"Male","No Kids","deg","student",10000,"",0,9,"Village","Single","0",0,2,3,4,3,3,2,2,2,3,2,2,4,4,3,3,3,3,2,4,2,2,1,2,4,2,3,3,4,4,1,4,4,2,2,4,3,2,2,4,4,4,5,5,4,3,"yes","yes",3,2.73333333333333,2.85,4.2,"10","(1)",0.92,"0.002","Very High"
"United States",19,"Female","No Kids","ltuni","student",NA,"",NA,0,"Small Town","Single","0",0,3,4,4,3,3,2,3,4,4,2,4,4,4,2,5,3,4,3,4,3,5,3,2,2,2,3,4,4,5,4,2,5,2,3,4,4,3,4,4,4,3,3,4,4,4,"yes","yes",3.4,3.4,3.45,3.6,"10","(1)",0.92,"0.002","Very High"
"United States",32.5,"Male","No Kids","deg","student",45000,"",0,0,"Village","Single","0",0,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,5,4,4,2,3,3,3,3,4,2,4,2,4,2,2,2,3,3,3,4,2,2,4,2,4,1,2,3,3,3,"yes","yes",2.2,3.2,2.9,2.4,"10","(1)",0.92,"0.002","Very High"
"United States",20,"Male","No Kids","ltuni","part-time",15000,"",1,0,"Large Town","Single","0",0,3,3,2,3,3,1,3,5,3,2,3,4,3,2,2,4,3,3,3,3,3,1,4,4,1,3,3,3,4,3,4,4,1,4,4,3,3,4,4,4,4,4,5,5,4,"yes","yes",2.8,2.93333333333333,3.2,4.4,"10","(1)",0.92,"0.002","Very High"
"United States",37.5,"Female","Yes Kids","deg","part-time",250000,"",0,7,"Village","Married","0",1,4,5,4,4,4,2,2,2,4,4,5,5,5,4,5,3,2,3,2,5,5,5,5,3,5,5,5,5,5,3,3,5,2,4,4,3,3,5,5,5,2,3,2,4,1,"yes","yes",4.2,3.53333333333333,4.25,2.4,"10","(1)",0.92,"0.002","Very High"
"United States",21,"Male","No Kids","ltuni","student",15000,"",0,0,"Village","Single","0",0,3,4,4,2,2,4,2,4,2,1,2,4,3,5,3,3,1,4,2,4,4,2,4,4,4,2,4,4,5,1,3,4,4,3,4,2,4,4,4,3,3,4,3,2,3,"yes","yes",3,2.93333333333333,3.45,3,"10","(1)",0.92,"0.002","Very High"
"United States",23,"Male","No Kids","ltuni","part-time",15000,"",3,0,"Small Town","Single","0",0,3,3,4,2,3,2,2,5,3,3,1,4,3,3,3,4,3,3,4,4,4,5,4,5,2,3,3,4,3,2,2,3,3,4,4,5,5,3,4,5,4,4,5,5,5,"yes","yes",3,3.13333333333333,3.65,4.6,"10","(1)",0.92,"0.002","Very High"
"United States",28,"Female","No Kids","ltuni","student",35000,"",1,0,"Village","","0",0,5,5,5,5,5,4,4,3,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,2,3,1,1,1,"yes","yes",5,4.66666666666667,4.75,1.6,"10","(1)",0.92,"0.002","Very High"
"United States",37.5,"Female","Yes Kids","phd","full-time",87500,"",10,0,"Large Town","Married","2",1,3,1,2,2,1,2,4,4,4,2,1,2,3,2,3,4,5,3,4,3,3,1,2,3,4,3,3,3,3,4,4,3,3,5,4,4,3,4,4,3,4,5,5,4,2,"yes","yes",1.8,3.06666666666667,3.3,4,"10","(1)",0.92,"0.002","Very High"
"United States",20,"Male","No Kids","ltuni","student",10000,"",0,0,"Rural/Country","Single","0",0,2,2,2,1,1,1,1,3,1,1,1,5,4,1,4,2,3,4,1,2,4,1,1,2,1,1,4,3,4,1,2,4,3,2,4,5,4,3,4,4,4,4,5,4,5,"yes","yes",1.6,2.26666666666667,2.85,4.4,"10","(1)",0.92,"0.002","Very High"
"United States",20,"Female","No Kids","ltuni","student",NA,"",0,9,"Village","Single","0",0,3,3,3,2,2,1,1,1,3,2,3,2,3,1,4,3,3,3,1,2,4,3,2,3,3,2,3,3,3,2,4,4,1,2,4,4,4,3,3,4,2,1,1,2,1,"no","no",2.6,2.2,3.05,1.4,"10","(1)",0.92,"0.002","Very High"
"United States",45,"Female","No Kids","deg","full-time",55000,"",4,9,"Village","Married","0",0,3,3,3,2,2,2,2,5,4,3,4,4,4,3,3,3,4,2,3,3,4,2,2,4,2,1,4,4,5,5,4,4,3,1,5,5,5,3,4,3,4,4,4,4,4,"yes","yes",2.6,3.26666666666667,3.5,4,"10","(1)",0.92,"0.002","Very High"
"United States",24,"Female","No Kids","deg","student",10000,"",5,0,"Village","Single","0",0,3,3,4,3,3,3,2,5,4,2,4,5,3,2,4,3,2,3,2,4,4,1,5,5,2,4,2,4,2,3,3,3,4,3,3,3,3,3,4,3,3,4,3,5,3,"yes","yes",3.2,3.2,3.2,3.6,"10","(1)",0.92,"0.002","Very High"
"United States",24,"Female","No Kids","deg","student",10000,"",0,0,"Small Town","Single","0",0,4,3,3,2,2,3,2,5,3,3,5,4,4,4,4,3,2,3,2,4,3,1,3,2,4,2,2,3,3,2,3,4,4,3,4,3,4,4,4,3,4,4,4,4,3,"yes","yes",2.8,3.4,3.05,3.8,"10","(1)",0.92,"0.002","Very High"
"United States",37.5,"Male","No Kids","phd","full-time",150000,"",3,0,"Large Town","Single","0",0,4,3,4,3,3,4,3,3,4,4,4,3,4,2,4,4,4,4,2,4,4,4,4,4,2,4,4,4,4,4,4,4,3,5,4,5,4,4,4,4,4,4,4,4,5,"yes","no",3.4,3.53333333333333,3.95,4.2,"10","(1)",0.92,"0.002","Very High"
"United States",20,"Male","No Kids","ltuni","student",15000,"",1,0,"Large Town","Single","0",0,4,3,2,3,3,2,3,5,4,2,3,4,4,2,2,4,4,2,3,2,4,1,4,4,2,3,4,3,4,4,4,4,2,4,4,3,3,3,4,4,5,5,5,5,4,"yes","yes",3,3.06666666666667,3.4,4.8,"10","(1)",0.92,"0.002","Very High"
"United States",22,"Female","No Kids","ltuni","student",10000,"",0,3,"Village","Single","0",0,2,1,3,1,1,1,1,1,4,1,2,2,2,1,1,1,2,3,2,2,2,1,1,1,4,2,2,2,2,3,4,1,1,1,3,3,3,1,3,1,3,3,4,3,3,"yes","no",1.6,1.73333333333333,2.05,3.2,"10","(1)",0.92,"0.002","Very High"
"United States",20,"Male","No Kids","ltuni","student",10000,"",0,0,"Village","Single","0",0,3,3,3,1,1,1,2,1,2,1,1,1,2,1,2,1,2,4,1,1,2,2,3,3,1,1,2,2,3,1,2,2,1,3,1,3,1,2,1,2,3,5,5,5,4,"no","yes",2.2,1.53333333333333,1.9,4.4,"10","(1)",0.92,"0.002","Very High"
"United States",19,"Male","No Kids","ltuni","student",10000,"",0,0,"Village","Single","0",0,2,1,1,1,1,1,2,4,2,1,1,1,3,1,1,3,2,2,2,2,3,1,2,3,2,2,3,2,3,1,4,3,2,3,3,4,3,2,2,2,4,4,5,5,5,"no","no",1.2,1.86666666666667,2.5,4.6,"10","(1)",0.92,"0.002","Very High"
"United States",20,"Male","No Kids","ltuni","student",15000,"",2,0,"Rural/Country","Single","0",0,1,3,3,2,2,1,1,2,1,5,2,4,3,1,2,3,2,2,1,2,3,2,4,3,2,5,3,2,3,2,5,3,1,4,4,4,4,1,3,1,4,4,4,4,4,"no","no",2.2,2.13333333333333,2.95,4,"10","(1)",0.92,"0.002","Very High"
"United States",28,"Male","No Kids","ltuni","part-time",25000,"",6,0,"Village","Single","0",0,3,2,2,2,2,4,2,4,4,2,3,2,3,2,3,3,3,2,3,3,2,2,2,2,2,2,3,2,2,2,4,2,2,2,3,4,2,2,3,2,4,4,4,5,4,"no","no",2.2,2.86666666666667,2.35,4.2,"10","(1)",0.92,"0.002","Very High"
"United States",55,"Male","No Kids","phd","full-time",87500,"",10,0,"Village","Divorced","0",0,4,3,3,2,2,2,4,4,4,3,4,5,3,5,4,2,5,1,5,3,4,2,4,5,1,4,4,3,4,2,3,4,4,4,4,4,4,2,2,3,3,4,1,3,1,"yes","yes",2.8,3.6,3.35,2.4,"10","(1)",0.92,"0.002","Very High"
"United States",21,"Male","No Kids","ltuni","full-time",25000,"",0,10,"Village","Single","0",0,4,3,3,2,2,1,1,3,2,2,2,4,3,2,2,3,2,4,1,3,4,2,3,5,4,3,2,3,4,2,3,4,2,4,4,5,4,2,4,4,4,4,4,4,4,"yes","yes",2.8,2.33333333333333,3.4,4,"10","(1)",0.92,"0.002","Very High"
"United States",45,"Female","Yes Kids","deg","full-time",NA,"",4,0,"Medium-Sized","Single","1",0,4,4,5,5,5,4,4,5,4,4,4,5,4,4,4,3,4,3,5,4,4,4,4,3,3,3,3,4,3,4,4,3,4,4,3,4,3,4,3,3,3,2,3,4,2,"yes","yes",4.6,4.06666666666667,3.5,2.8,"10","(1)",0.92,"0.002","Very High"
"United States",45,"Male","Yes Kids","ma","full-time",67500,"",0,6,"Small Town","Married","0",1,4,4,5,3,3,2,3,4,5,4,4,4,3,4,4,3,4,2,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,3,2,3,2,"yes","yes",3.8,3.53333333333333,3.8,2.8,"10","(1)",0.92,"0.002","Very High"
"United States",21,"Female","No Kids","ltuni","student",10000,"",0,0,"Village","Single","0",0,2,3,1,1,1,1,1,3,2,1,3,1,2,1,1,1,1,1,1,2,3,1,1,1,2,2,1,1,3,1,2,2,1,2,2,3,1,1,2,3,4,5,5,4,4,"no","no",1.6,1.46666666666667,1.75,4.4,"10","(1)",0.92,"0.002","Very High"
"United States",37.5,"Female","No Kids","deg","unemployed",10000,"",4,0,"Medium-Sized","Divorced","0",0,5,5,5,5,5,2,1,5,3,3,4,5,5,2,3,2,1,2,3,3,4,2,5,5,1,4,5,5,1,5,3,5,2,3,5,2,2,5,1,5,1,1,1,1,1,"yes","yes",5,2.93333333333333,3.5,1,"10","(1)",0.92,"0.002","Very High"
"United States",20,"Male","No Kids","ltuni","student",10000,"",0,0,"Village","Single","0",0,4,3,4,3,3,1,1,5,4,4,2,3,2,2,4,5,3,2,3,1,4,1,1,4,3,4,2,2,4,2,3,4,2,4,3,5,3,2,4,3,3,5,5,5,4,"yes","yes",3.4,2.8,3,4.4,"10","(1)",0.92,"0.002","Very High"
"United States",28,"Male","No Kids","deg","full-time",67500,"",2,1,"Village","Single","0",0,3,4,3,3,3,2,2,4,2,3,3,3,4,3,3,4,2,3,2,5,5,1,3,4,3,3,5,4,5,4,4,4,4,4,4,5,4,4,5,4,1,1,2,2,2,"yes","yes",3.2,3,3.95,1.6,"10","(1)",0.92,"0.002","Very High"
"United States",32.5,"Female","No Kids","deg","unemployed",NA,"",0,0,"Small Town","Married","0",0,5,5,5,5,5,3,1,5,3,5,2,5,4,3,4,4,3,4,3,5,5,2,1,4,3,2,5,5,5,2,3,4,4,2,4,4,3,5,5,5,1,1,1,3,2,"yes","yes",5,3.6,3.65,1.6,"10","(1)",0.92,"0.002","Very High"
"United States",37.5,"Female","No Kids","ma","part-time",10000,"",3,11,"Medium-Sized","Married","0",0,4,2,4,2,2,1,3,5,4,3,2,4,4,3,4,3,4,4,3,3,4,3,4,1,3,2,2,4,4,2,4,4,1,4,5,5,5,5,5,4,3,3,3,4,3,"yes","yes",2.8,3.33333333333333,3.55,3.2,"10","(1)",0.92,"0.002","Very High"
"United States",37.5,"Male","Yes Kids","ma","full-time",87500,"",3,0,"Village","Married","1",0,4,3,3,2,1,1,1,4,3,2,1,2,3,2,3,2,3,1,2,3,3,2,3,2,3,3,3,4,3,2,3,3,1,2,3,4,3,4,2,3,5,5,5,5,3,"yes","no",2.6,2.2,2.8,4.6,"10","(1)",0.92,"0.002","Very High"
"United States",45,"Male","Yes Kids","deg","unemployed",10000,"",5,0,"Large Town","Married","2",0,4,5,5,4,4,3,4,5,5,5,3,5,5,5,5,4,5,5,5,5,5,3,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,1,2,2,2,1,"yes","yes",4.4,4.6,4.8,1.6,"10","(1)",0.92,"0.002","Very High"
"United States",21,"Male","No Kids","ltuni","student",25000,"",0,1,"Village","Single","0",0,1,1,2,2,1,1,2,5,2,5,4,2,5,4,3,3,3,4,2,2,4,1,2,4,2,1,2,3,5,3,5,5,3,4,5,5,5,3,5,5,4,4,4,3,3,"yes","yes",1.4,3.13333333333333,3.6,3.6,"10","(1)",0.92,"0.002","Very High"
"United States",32.5,"Female","No Kids","phd","full-time",67500,"",0,1,"Large Town","Married","0",0,4,2,3,1,1,1,1,2,2,1,3,2,2,1,3,3,1,4,1,2,3,1,1,2,3,1,3,3,4,2,2,3,2,2,3,4,3,2,3,2,3,3,4,3,4,"no","no",2.2,1.93333333333333,2.45,3.4,"10","(1)",0.92,"0.002","Very High"
"United States",55,"Female","Yes Kids","ltuni","student",35000,"",5,6,"Medium-Sized","Married","1",1,2,3,2,2,2,2,1,4,2,2,4,3,4,1,3,4,2,3,1,4,4,2,3,1,3,2,3,2,3,1,4,3,4,3,4,4,4,5,3,4,3,5,3,4,3,"yes","yes",2.2,2.66666666666667,3.1,3.6,"10","(1)",0.92,"0.002","Very High"
"United States",45,"Female","Yes Kids","ma","full-time",55000,"",7,0,"Large Town","Married","1",1,2,2,1,1,1,1,1,2,4,2,1,2,4,1,2,2,2,2,1,2,4,1,2,5,2,1,2,1,1,2,5,4,4,4,2,5,4,1,5,2,4,4,4,5,4,"yes","yes",1.4,1.93333333333333,2.85,4.2,"10","(1)",0.92,"0.002","Very High"
"United States",28,"Female","No Kids","ma","student",15000,"",2,0,"Small Town","Single","0",0,3,4,3,2,2,2,4,4,5,2,3,4,4,1,4,5,5,5,5,3,5,2,3,4,3,4,5,4,4,3,5,4,4,5,4,4,3,3,5,4,3,4,4,5,4,"yes","yes",2.8,3.73333333333333,3.9,4,"10","(1)",0.92,"0.002","Very High"
"United States",28,"Female","No Kids","ma","student",15000,"",1,9,"Small Town","Divorced","0",0,2,2,2,3,3,1,4,5,3,4,4,4,5,4,4,2,5,3,5,3,3,1,4,5,4,1,3,4,4,2,4,5,1,3,4,5,2,5,3,5,3,3,4,3,1,"yes","yes",2.4,3.73333333333333,3.4,2.8,"10","(1)",0.92,"0.002","Very High"
"United States",22,"Female","No Kids","ltuni","student",10000,"",NA,0,"Medium-Sized","Single","0",0,4,5,5,5,5,2,2,4,3,2,3,3,4,1,4,2,2,3,2,3,3,2,2,4,4,3,5,4,4,3,3,4,4,3,4,3,2,4,5,4,2,3,3,2,4,"yes","no",4.8,2.66666666666667,3.5,2.8,"10","(1)",0.92,"0.002","Very High"
"United States",55,"Female","Yes Kids","ltuni","retired",NA,"",0,0,"Medium-Sized","Married","1",0,3,2,2,2,2,1,1,4,4,2,2,3,3,3,4,4,2,2,2,1,2,2,2,1,1,1,3,2,4,1,2,4,3,3,3,4,3,4,4,3,4,4,4,4,4,"yes","no",2.2,2.53333333333333,2.6,4,"10","(1)",0.92,"0.002","Very High"
"United States",37.5,"Female","No Kids","phd","full-time",250000,"",13,0,"Large Town","","0",0,2,3,2,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,3,1,1,1,1,1,2,1,2,3,3,4,4,4,"no","no",1.8,1.26666666666667,1.35,3.6,"10","(1)",0.92,"0.002","Very High"
"United States",55,"Male","Yes Kids","high","part-time",15000,"",0,0,"Medium-Sized","Separated","0",1,4,4,4,4,4,5,2,2,3,4,3,4,5,4,5,4,4,5,3,4,4,4,3,4,4,3,5,2,4,4,3,4,5,3,5,5,5,4,4,4,2,2,2,2,1,"yes","yes",4,3.8,3.95,1.8,"10","(1)",0.92,"0.002","Very High"
"United States",45,"Male","Yes Kids","ma","full-time",25000,"",5,0,"Large Town","Married","0",1,4,3,4,3,3,3,3,2,3,3,2,2,5,4,4,4,3,3,2,4,4,3,4,4,4,3,3,4,4,3,2,4,4,4,4,4,4,4,3,3,3,3,3,2,2,"yes","yes",3.4,3.13333333333333,3.6,2.6,"10","(1)",0.92,"0.002","Very High"
"United States",45,"Female","No Kids","deg","full-time",87500,"",9,0,"Village","Single","0",0,2,2,5,2,2,1,1,3,1,1,1,1,1,1,2,4,4,4,1,1,2,1,2,1,1,3,2,3,2,1,2,2,1,5,2,5,4,2,2,3,2,2,2,2,1,"no","no",2.6,1.8,2.3,1.8,"10","(1)",0.92,"0.002","Very High"
"United States",45,"Female","No Kids","ma","full-time",55000,"",14,0,"Small Town","Single","0",0,3,3,2,3,3,5,3,3,4,4,4,4,4,4,4,3,3,2,3,4,4,5,2,3,5,1,4,4,4,3,4,4,5,4,4,5,5,3,4,4,2,3,2,1,2,"yes","yes",2.8,3.6,3.85,2,"10","(1)",0.92,"0.002","Very High"
"United States",28,"Female","No Kids","ma","student",15000,"",1,9,"Small Town","Divorced","0",0,2,2,2,3,3,1,4,5,3,4,4,4,5,4,4,2,5,3,5,3,3,1,4,5,4,1,3,4,4,2,4,5,1,3,4,5,2,5,3,5,3,3,4,3,1,"yes","yes",2.4,3.73333333333333,3.4,2.8,"10","(1)",0.92,"0.002","Very High"
